cluster_id,pcm_id,name,candidate_pool_status,n_survivors_in_cluster,L_required_kJ_per_kg,Tm_C,latent_heat_kJ_kg,density_kg_m3,Cp_kJ_kgK,TC_W_mK,cycles_tested,supercooling_K,crit_Tm_fitness,weight_Tm_fitness,crit_latent_heat,weight_latent_heat,crit_vol_latent_heat,weight_vol_latent_heat,crit_thermal_conductivity,weight_thermal_conductivity,crit_cycling,weight_cycling,crit_supercooling,weight_supercooling,crit_corrosion,weight_corrosion,crit_cost,weight_cost,crit_thermal_margin,weight_thermal_margin,crit_f_Tm,weight_f_Tm,f_Tm,crit_latent_heat_margin_ratio,weight_latent_heat_margin_ratio,latent_heat_margin_ratio,crit_rho_H_MJ_m3,weight_rho_H_MJ_m3,rho_H_MJ_m3,crit_cycles_confidence,weight_cycles_confidence,cycles_confidence,weight_TC_W_mK,TOPSIS_rank,PROMETHEE_II_rank,VIKOR_rank,GRA_rank,topsis_score,gra_grade,promethee_flow,vikor_Q,borda_score,consensus_rank,copeland_score,copeland_rank,kendalls_w_cluster,kendall_w,borda_copeland_agree,entropy_weight_dominant_criterion,entropy_weight_dominant_value,top3_at_lambda05,top3_at_lambda00,mc_top3_inclusion_pct,mc_top1_retention_pct,mc_rank_reversal_freq_cluster,mc_mean_spearman_vs_baseline_cluster,top3_inclusion_probability,top1_retention_rate,mean_spearman_rho_vs_baseline,pcm_database_status,upstream_cluster_profile_fingerprint
1,Palmitic-stearic acid/Expanded graphite,Palmitic-stearic acid/Expanded graphite,healthy,10,438.21650097089264,55.2,176.0,856.0,2.83,0.16,2000.0,0.3000000000000042,0.3385515843639177,0.19883201332762873,0.40162796154426494,0.10722427413644585,150.656,0.06582751959945228,0.16,0.0859291877546847,1.0,0.055206409210153295,0.3000000000000042,0.12,1.0,0.030000000000000658,,0.029999999999999992,5.887148871117468,0.30698059597163435,0.3385515843639177,0.19883201332762873,0.3385515843639177,0.40162796154426494,0.10722427413644585,0.40162796154426494,150.656,0.06582751959945228,150.656,1.0,0.055206409210153295,1.0,0.0859291877546847,1,5,8,7,0.6357373961221106,0.11294546201446026,0.16139648849766985,0.6212315306659553,19.0,5,0,5,0.4772727272727273,0.4772727272727273,True,thermal_margin,0.5139611919432687,False,False,28.720000000000002,6.76,1.0,0.4248894952247529,0.2872,0.0676,0.4248894952247529,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2400_3_1789532053.943
1,n-Hexacosane (C26),n-Hexacosane (C26),healthy,10,438.21650097089264,56.5,256.0,770.0,2.38,0.238,1404.0,0.2999999999999971,0.5181137524892008,0.19883201332762873,0.5841861258825671,0.10722427413644585,197.12,0.06582751959945228,0.238,0.0859291877546847,0.9534809845274094,0.055206409210153295,0.2999999999999971,0.12,1.0,0.030000000000000658,,0.029999999999999992,4.587148871117471,0.30698059597163435,0.5181137524892008,0.19883201332762873,0.5181137524892008,0.5841861258825671,0.10722427413644585,0.5841861258825671,197.12,0.06582751959945228,197.12,0.9534809845274094,0.055206409210153295,0.9534809845274094,0.0859291877546847,3,3,2,3,0.6017023466482757,0.11427169919369785,0.16334211451143701,0.017727156691833727,29.0,2,6,2,0.4772727272727273,0.4772727272727273,True,thermal_margin,0.5139611919432687,True,False,53.16,16.42,1.0,0.4248894952247529,0.5316,0.1642,0.4248894952247529,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2400_3_1789532053.943
1,RT57HC,RT57HC,healthy,10,438.21650097089264,56.5,240.0,900.0,2.0,0.239,1404.0,0.0,0.5181137524892008,0.19883201332762873,0.5476744930149067,0.10722427413644585,216.0,0.06582751959945228,0.239,0.0859291877546847,0.9534809845274094,0.055206409210153295,0.0,0.12,1.0,0.030000000000000658,,0.029999999999999992,4.587148871117471,0.30698059597163435,0.5181137524892008,0.19883201332762873,0.5181137524892008,0.5476744930149067,0.10722427413644585,0.5476744930149067,216.0,0.06582751959945228,216.0,0.9534809845274094,0.055206409210153295,0.9534809845274094,0.0859291877546847,2,4,1,1,0.6255607194253343,0.11739395430147392,0.16239660262376387,0.0,32.0,1,9,1,0.4772727272727273,0.4772727272727273,True,thermal_margin,0.5139611919432687,True,True,75.18,39.98,1.0,0.4248894952247529,0.7518,0.3998,0.4248894952247529,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2400_3_1789532053.943
1,PlusICE A58,PlusICE A58,healthy,10,438.21650097089264,58.0,215.0,910.0,2.22,0.22,1581.0,-0.2000000000000028,0.7424292086294512,0.19883201332762873,0.49062506665918726,0.10722427413644585,195.65,0.06582751959945228,0.22,0.0859291877546847,0.9690902841457081,0.055206409210153295,-0.2000000000000028,0.12,1.0,0.030000000000000658,,0.029999999999999992,3.0871488711174706,0.30698059597163435,0.7424292086294512,0.19883201332762873,0.7424292086294512,0.49062506665918726,0.10722427413644585,0.49062506665918726,195.65,0.06582751959945228,195.65,0.9690902841457081,0.055206409210153295,0.9690902841457081,0.0859291877546847,5,10,4,6,0.5696015697216114,0.11300189140844291,0.1023687396601157,0.3263052858526264,15.0,7,-1,7,0.4772727272727273,0.4772727272727273,True,thermal_margin,0.5139611919432687,False,False,16.66,2.76,1.0,0.4248894952247529,0.1666,0.0276,0.4248894952247529,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2400_3_1789532053.943
1,PureTemp 58,PureTemp 58,healthy,10,438.21650097089264,58.0,225.0,890.0,2.71,0.2,1620.0,-0.1000000000000014,0.7424292086294512,0.19883201332762873,0.513444837201475,0.10722427413644585,200.25,0.06582751959945228,0.2,0.0859291877546847,0.9722940842257641,0.055206409210153295,-0.1000000000000014,0.12,1.0,0.030000000000000658,,0.029999999999999992,3.0871488711174706,0.30698059597163435,0.7424292086294512,0.19883201332762873,0.7424292086294512,0.513444837201475,0.10722427413644585,0.513444837201475,200.25,0.06582751959945228,200.25,0.9722940842257641,0.055206409210153295,0.9722940842257641,0.0859291877546847,7,9,3,5,0.5620790024482933,0.11344514547034204,0.10583268081797848,0.31294537230182073,16.0,6,0,5,0.4772727272727273,0.4772727272727273,True,thermal_margin,0.5139611919432687,False,False,18.22,3.62,1.0,0.4248894952247529,0.1822,0.0362,0.4248894952247529,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2400_3_1789532053.943
1,n-Heptacosane (C27),n-Heptacosane (C27),healthy,10,438.21650097089264,59.0,236.0,773.0,2.38,0.2415,1404.0,-0.7000000000000028,0.8727283409510073,0.19883201332762873,0.5385465847979916,0.10722427413644585,182.428,0.06582751959945228,0.2415,0.0859291877546847,0.9534809845274094,0.055206409210153295,-0.7000000000000028,0.12,1.0,0.030000000000000658,,0.029999999999999992,2.0871488711174706,0.30698059597163435,0.8727283409510073,0.19883201332762873,0.8727283409510073,0.5385465847979916,0.10722427413644585,0.5385465847979916,182.428,0.06582751959945228,182.428,0.9534809845274094,0.055206409210153295,0.9534809845274094,0.0859291877546847,8,8,5,10,0.554218001687783,0.11141665578456075,0.1255339706134794,0.39987875858002747,9.0,9,-7,9,0.4772727272727273,0.4772727272727273,True,thermal_margin,0.5139611919432687,False,False,15.86,2.92,1.0,0.4248894952247529,0.1586,0.0292,0.4248894952247529,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2400_3_1789532053.943
1,CrodaTherm 60,CrodaTherm 60,healthy,10,438.21650097089264,59.8,217.0,922.0,2.3,0.2299999999999999,1533.0,-1.7000000000000028,0.9495439077625675,0.19883201332762873,0.4951890207676448,0.10722427413644585,200.074,0.06582751959945228,0.2299999999999999,0.0859291877546847,0.9650369312189438,0.055206409210153295,-1.7000000000000028,0.12,1.0,0.030000000000000658,,0.029999999999999992,1.2871488711174734,0.30698059597163435,0.9495439077625675,0.19883201332762873,0.9495439077625675,0.4951890207676448,0.10722427413644585,0.4951890207676448,200.074,0.06582751959945228,200.074,0.9650369312189438,0.055206409210153295,0.9650369312189438,0.0859291877546847,6,7,7,9,0.5655992366845065,0.11268274607695376,0.14792272099488787,0.47810791193551183,11.0,8,-5,8,0.4772727272727273,0.4772727272727273,True,thermal_margin,0.5139611919432687,False,True,33.76,15.0,1.0,0.4248894952247529,0.33759999999999996,0.15,0.4248894952247529,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2400_3_1789532053.943
1,PureTemp 60,PureTemp 60,healthy,10,438.21650097089264,61.0,220.0,960.0,2.38,0.2,1695.0,-0.5,0.9997626867339661,0.19883201332762873,0.5020349519303311,0.10722427413644585,211.2,0.06582751959945228,0.2,0.0859291877546847,0.9782442092981333,0.055206409210153295,-0.5,0.12,1.0,0.030000000000000658,,0.029999999999999992,0.0871488711174706,0.30698059597163435,0.9997626867339661,0.19883201332762873,0.9997626867339661,0.5020349519303311,0.10722427413644585,0.5020349519303311,211.2,0.06582751959945228,211.2,0.9782442092981333,0.055206409210153295,0.9782442092981333,0.0859291877546847,10,6,10,8,0.4617395568043951,0.11284200532048921,0.15511740637311058,0.8179015997985308,6.0,10,-7,9,0.4772727272727273,0.4772727272727273,True,thermal_margin,0.5139611919432687,False,True,9.94,2.3,1.0,0.4248894952247529,0.09939999999999999,0.023,0.4248894952247529,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2400_3_1789532053.943
2,n-Pentacosane (C25),n-Pentacosane (C25),healthy,8,405.5426438693259,54.0,238.0,801.0,2.39,0.239,1404.0,3.3999999999999986,0.182819290901101,0.1937330646723257,0.5868679992052536,0.096793400154035,190.638,0.05851501938656724,0.239,0.06535102020552173,0.9746860502363812,0.05196039974725391,3.3999999999999986,0.11773584905660378,1.0,0.056603773584905655,,0.028301886792452827,7.374023803458073,0.33100558640033406,0.182819290901101,0.1937330646723257,0.182819290901101,0.5868679992052536,0.096793400154035,0.5868679992052536,190.638,0.05851501938656724,190.638,0.9746860502363812,0.05196039974725391,0.9746860502363812,0.06535102020552173,3,1,3,2,0.5384398443608203,0.11247012691280758,0.2601446428491302,0.44626386434179477,23.0,2,4,2,0.7797619047619048,0.7797619047619048,True,thermal_margin,0.5676715501591587,True,False,59.019999999999996,24.060000000000002,1.0,0.5749071994222071,0.5902,0.24060000000000004,0.5749071994222071,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2400_3_1789532053.943
2,n-Hexacosane (C26),n-Hexacosane (C26),healthy,8,405.5426438693259,56.5,256.0,770.0,2.38,0.238,1404.0,0.2999999999999971,0.4759805075349119,0.1937330646723257,0.6312529739350627,0.096793400154035,197.12,0.05851501938656724,0.238,0.06535102020552173,0.9746860502363812,0.05196039974725391,0.2999999999999971,0.11773584905660378,1.0,0.056603773584905655,,0.028301886792452827,4.874023803458073,0.33100558640033406,0.4759805075349119,0.1937330646723257,0.4759805075349119,0.6312529739350627,0.096793400154035,0.6312529739350627,197.12,0.05851501938656724,197.12,0.9746860502363812,0.05196039974725391,0.9746860502363812,0.06535102020552173,2,2,2,3,0.6038308315795313,0.10992145248807147,0.1987476177397224,0.012759847447295499,23.0,2,4,2,0.7797619047619048,0.7797619047619048,True,thermal_margin,0.5676715501591587,True,True,71.92,21.68,1.0,0.5749071994222071,0.7192000000000001,0.2168,0.5749071994222071,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2400_3_1789532053.943
