k,BIC,silhouette,davies_bouldin,calinski_harabasz,in_accept_band
2,-8862.296050232893,0.26091843093214284,1.3733694294332364,43.28610970325587,True
3,-9567.0194213712,0.3125228410704961,1.3272931125255047,48.52269462872622,True
4,-10626.331568864718,0.31984475641711707,1.3134022519596362,44.56138298561682,True
5,-9787.010042973474,0.325584524834899,1.3582640990483887,39.62606318586389,True
6,-9468.612086852558,0.2680476598189958,1.3990428260225265,36.861020530621325,True
7,-8149.537608319131,0.27098174930758506,1.411815725192889,30.465574078019618,True
8,-7143.282660810568,0.2684754144586048,1.4717619102377086,31.744626402785254,True
9,-6058.504266454878,0.2942611448955321,1.1739705154468378,33.58574410379399,True
10,-5334.134581734401,0.31225587325568327,1.157662283186879,33.276981454807945,True
