timestamp,year,month,var_type,status,filepath,size_mb,note
2026-08-03 07:34:52,2020,12,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2020_12_instant.nc,1.97,
2026-08-03 07:37:54,2020,12,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2020_12_accum.nc,1.24,
2026-08-03 07:40:58,2021,01,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2021_01_instant.nc,1.99,
2026-08-03 07:45:35,2021,01,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2021_01_accum.nc,1.23,
2026-08-03 07:47:43,2021,02,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2021_02_instant.nc,1.85,
2026-08-03 07:50:47,2021,02,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2021_02_accum.nc,1.00,
2026-08-03 07:53:52,2021,03,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2021_03_instant.nc,2.02,
2026-08-03 07:58:24,2021,03,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2021_03_accum.nc,1.11,
2026-08-03 08:01:29,2021,04,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2021_04_instant.nc,2.00,
2026-08-03 08:04:34,2021,04,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2021_04_accum.nc,1.21,
2026-08-03 08:07:43,2021,05,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2021_05_instant.nc,1.99,
2026-08-03 08:12:15,2021,05,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2021_05_accum.nc,1.32,
2026-08-03 08:14:27,2021,06,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2021_06_instant.nc,1.93,
2026-08-03 08:17:37,2021,06,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2021_06_accum.nc,1.25,
2026-08-03 08:19:44,2021,07,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2021_07_instant.nc,1.96,
2026-08-03 08:26:20,2021,07,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2021_07_accum.nc,1.32,
2026-08-03 08:29:24,2021,08,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2021_08_instant.nc,1.95,
2026-08-03 08:32:27,2021,08,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2021_08_accum.nc,1.30,
2026-08-03 08:35:27,2021,09,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2021_09_instant.nc,1.91,
2026-08-03 08:38:33,2021,09,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2021_09_accum.nc,1.25,
2026-08-03 08:41:36,2021,10,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2021_10_instant.nc,1.97,
2026-08-03 08:44:39,2021,10,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2021_10_accum.nc,1.35,
2026-08-03 08:47:47,2021,11,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2021_11_instant.nc,1.85,
2026-08-03 08:52:22,2021,11,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2021_11_accum.nc,1.31,
2026-08-03 08:55:27,2021,12,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2021_12_instant.nc,2.03,
2026-08-03 08:58:40,2021,12,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2021_12_accum.nc,1.19,
2026-08-03 09:00:50,2022,01,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2022_01_instant.nc,2.05,
2026-08-03 09:03:50,2022,01,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2022_01_accum.nc,1.19,
2026-08-03 09:06:51,2022,02,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2022_02_instant.nc,1.84,
2026-08-03 09:09:56,2022,02,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2022_02_accum.nc,1.02,
2026-08-03 09:13:07,2022,03,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2022_03_instant.nc,2.04,
2026-08-03 09:17:37,2022,03,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2022_03_accum.nc,1.15,
2026-08-03 09:20:37,2022,04,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2022_04_instant.nc,1.98,
2026-08-03 09:23:39,2022,04,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2022_04_accum.nc,1.23,
2026-08-03 09:25:41,2022,05,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2022_05_instant.nc,2.01,
2026-08-03 09:30:11,2022,05,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2022_05_accum.nc,1.28,
2026-08-03 09:33:14,2022,06,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2022_06_instant.nc,1.93,
2026-08-03 09:36:18,2022,06,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2022_06_accum.nc,1.26,
2026-08-03 09:39:22,2022,07,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2022_07_instant.nc,1.95,
2026-08-03 09:42:25,2022,07,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2022_07_accum.nc,1.34,
2026-08-03 09:45:30,2022,08,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2022_08_instant.nc,1.93,
2026-08-03 09:50:05,2022,08,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2022_08_accum.nc,1.31,
2026-08-03 09:53:06,2022,09,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2022_09_instant.nc,1.93,
2026-08-03 09:57:38,2022,09,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2022_09_accum.nc,1.23,
2026-08-03 10:02:10,2022,10,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2022_10_instant.nc,1.98,
2026-08-03 10:06:45,2022,10,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2022_10_accum.nc,1.31,
2026-08-03 10:09:48,2022,11,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2022_11_instant.nc,1.92,
2026-08-03 10:11:52,2022,11,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2022_11_accum.nc,1.24,
2026-08-03 10:14:55,2022,12,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2022_12_instant.nc,1.99,
2026-08-03 10:18:00,2022,12,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2022_12_accum.nc,1.23,
2026-08-03 10:23:05,2023,01,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2023_01_instant.nc,2.02,
2026-08-03 10:26:06,2023,01,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2023_01_accum.nc,1.13,
2026-08-03 10:29:18,2023,02,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2023_02_instant.nc,1.80,
2026-08-03 10:32:20,2023,02,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2023_02_accum.nc,0.99,
2026-08-03 10:35:23,2023,03,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2023_03_instant.nc,2.05,
2026-08-03 10:38:22,2023,03,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2023_03_accum.nc,1.18,
2026-08-03 10:41:24,2023,04,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2023_04_instant.nc,1.99,
2026-08-03 10:45:52,2023,04,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2023_04_accum.nc,1.19,
2026-08-03 10:48:57,2023,05,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2023_05_instant.nc,2.00,
2026-08-03 10:52:02,2023,05,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2023_05_accum.nc,1.26,
2026-08-03 10:55:07,2023,06,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2023_06_instant.nc,1.94,
2026-08-03 10:58:13,2023,06,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2023_06_accum.nc,1.24,
2026-08-03 11:01:17,2023,07,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2023_07_instant.nc,1.91,
2026-08-03 11:04:19,2023,07,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2023_07_accum.nc,1.30,
2026-08-03 11:07:21,2023,08,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2023_08_instant.nc,2.01,
2026-08-03 11:10:21,2023,08,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2023_08_accum.nc,1.23,
2026-08-03 11:12:31,2023,09,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2023_09_instant.nc,1.93,
2026-08-03 11:17:01,2023,09,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2023_09_accum.nc,1.28,
2026-08-03 11:19:08,2023,10,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2023_10_instant.nc,2.02,
2026-08-03 11:22:10,2023,10,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2023_10_accum.nc,1.29,
2026-08-03 11:25:11,2023,11,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2023_11_instant.nc,1.88,
2026-08-03 11:28:14,2023,11,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2023_11_accum.nc,1.30,
2026-08-03 11:31:17,2023,12,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2023_12_instant.nc,1.99,
2026-08-03 11:35:46,2023,12,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2023_12_accum.nc,1.26,
2026-08-03 11:40:20,2024,01,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2024_01_instant.nc,2.02,
2026-08-03 11:44:53,2024,01,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2024_01_accum.nc,1.18,
2026-08-03 11:46:55,2024,02,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2024_02_instant.nc,1.92,
2026-08-03 11:49:54,2024,02,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2024_02_accum.nc,1.06,
2026-08-03 11:54:27,2024,03,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2024_03_instant.nc,2.05,
2026-08-03 11:58:55,2024,03,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2024_03_accum.nc,1.11,
2026-08-03 12:02:02,2024,04,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2024_04_instant.nc,2.00,
2026-08-03 12:05:04,2024,04,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2024_04_accum.nc,1.15,
2026-08-03 12:09:34,2024,05,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2024_05_instant.nc,1.94,
2026-08-03 12:16:08,2024,05,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2024_05_accum.nc,1.31,
2026-08-03 12:18:13,2024,06,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2024_06_instant.nc,1.91,
2026-08-03 12:21:17,2024,06,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2024_06_accum.nc,1.30,
2026-08-03 12:24:19,2024,07,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2024_07_instant.nc,1.93,
2026-08-03 12:30:52,2024,07,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2024_07_accum.nc,1.31,
2026-08-03 12:33:01,2024,08,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2024_08_instant.nc,1.97,
2026-08-03 12:36:07,2024,08,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2024_08_accum.nc,1.32,
2026-08-03 12:39:20,2024,09,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2024_09_instant.nc,1.94,
2026-08-03 12:43:53,2024,09,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2024_09_accum.nc,1.21,
2026-08-03 12:46:56,2024,10,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2024_10_instant.nc,1.98,
2026-08-03 12:49:59,2024,10,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2024_10_accum.nc,1.33,
2026-08-03 12:53:17,2024,11,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2024_11_instant.nc,1.88,
2026-08-03 12:57:49,2024,11,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2024_11_accum.nc,1.26,
2026-08-03 13:00:54,2024,12,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2024_12_instant.nc,2.01,
2026-08-03 13:05:26,2024,12,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2024_12_accum.nc,1.25,
2026-08-03 13:08:32,2025,01,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2025_01_instant.nc,2.02,
2026-08-03 13:11:34,2025,01,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2025_01_accum.nc,1.18,
2026-08-03 13:13:43,2025,02,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2025_02_instant.nc,1.84,
2026-08-03 13:16:52,2025,02,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2025_02_accum.nc,0.98,
2026-08-03 13:19:01,2025,03,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2025_03_instant.nc,2.03,
2026-08-03 13:23:32,2025,03,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2025_03_accum.nc,1.17,
2026-08-03 13:26:39,2025,04,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2025_04_instant.nc,2.01,
2026-08-03 13:33:14,2025,04,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2025_04_accum.nc,1.23,
2026-08-03 13:37:49,2025,05,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2025_05_instant.nc,1.99,
2026-08-03 13:44:20,2025,05,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2025_05_accum.nc,1.29,
2026-08-03 13:47:30,2025,06,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2025_06_instant.nc,1.92,
2026-08-03 13:50:31,2025,06,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2025_06_accum.nc,1.24,
2026-08-03 13:52:40,2025,07,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2025_07_instant.nc,1.95,
2026-08-03 14:05:31,2025,07,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2025_07_accum.nc,1.29,
2026-08-03 14:08:44,2025,08,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2025_08_instant.nc,1.96,
2026-08-03 14:14:27,2025,08,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2025_08_accum.nc,1.29,
2026-08-03 14:21:59,2025,09,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2025_09_instant.nc,1.93,
2026-08-03 14:25:06,2025,09,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2025_09_accum.nc,1.23,
2026-08-03 14:28:26,2025,10,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2025_10_instant.nc,1.95,
2026-08-03 14:31:41,2025,10,accum,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2025_10_accum.nc,1.30,
2026-08-03 14:33:47,2025,11,instant,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\era5\points\era5_TN_points_2025_11_instant.nc,1.93,
