timestamp,point_id,year,status,filepath,size_kb,note
2026-08-03 15:02:24,TNP_0006,2017,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\nasapower\power_TNP_0006_2017.json,809.9,
2026-08-03 15:02:27,TNP_0006,2018,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\nasapower\power_TNP_0006_2018.json,809.8,
2026-08-03 15:02:31,TNP_0006,2019,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\nasapower\power_TNP_0006_2019.json,809.9,
2026-08-03 15:02:34,TNP_0006,2020,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\nasapower\power_TNP_0006_2020.json,812.0,
2026-08-03 15:02:36,TNP_0006,2021,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\nasapower\power_TNP_0006_2021.json,809.9,
2026-08-03 15:02:39,TNP_0006,2022,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\nasapower\power_TNP_0006_2022.json,809.7,
2026-08-03 15:02:43,TNP_0006,2023,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\nasapower\power_TNP_0006_2023.json,809.9,
2026-08-03 15:02:46,TNP_0006,2024,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\nasapower\power_TNP_0006_2024.json,812.1,
2026-08-03 15:02:49,TNP_0006,2025,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\nasapower\power_TNP_0006_2025.json,809.8,
2026-08-03 15:02:52,TNP_0007,2016,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\nasapower\power_TNP_0007_2016.json,811.5,
2026-08-03 15:02:55,TNP_0007,2017,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\nasapower\power_TNP_0007_2017.json,809.4,
2026-08-03 15:02:59,TNP_0007,2018,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\nasapower\power_TNP_0007_2018.json,809.4,
2026-08-03 15:03:02,TNP_0007,2019,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\nasapower\power_TNP_0007_2019.json,809.5,
2026-08-03 15:03:05,TNP_0007,2020,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\nasapower\power_TNP_0007_2020.json,811.6,
2026-08-03 15:03:08,TNP_0007,2021,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\nasapower\power_TNP_0007_2021.json,809.4,
2026-08-03 15:03:10,TNP_0007,2022,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\nasapower\power_TNP_0007_2022.json,809.4,
2026-08-03 15:03:14,TNP_0007,2023,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\nasapower\power_TNP_0007_2023.json,809.5,
2026-08-03 15:03:16,TNP_0007,2024,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\nasapower\power_TNP_0007_2024.json,811.7,
2026-08-03 15:03:18,TNP_0007,2025,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\nasapower\power_TNP_0007_2025.json,809.6,
2026-08-03 15:03:22,TNP_0008,2016,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\nasapower\power_TNP_0008_2016.json,812.0,
2026-08-03 15:03:25,TNP_0008,2017,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\nasapower\power_TNP_0008_2017.json,809.6,
2026-08-03 15:03:29,TNP_0008,2018,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\nasapower\power_TNP_0008_2018.json,809.8,
2026-08-03 15:03:32,TNP_0008,2019,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\nasapower\power_TNP_0008_2019.json,809.8,
2026-08-03 15:03:35,TNP_0008,2020,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\nasapower\power_TNP_0008_2020.json,812.1,
