chosen_k_levelB,n_shifting_points,n_total_points,regime_shift_fraction,season_ari,season_nmi,bootstrap_ari_mean_chosen_k,bootstrap_effective_n_resamples_chosen_k
3,114,133,0.8571428571428571,0.37135298158639357,0.4471167814638208,0.8095120734108758,50
