k,BIC,AIC,silhouette,davies_bouldin,calinski_harabasz,bootstrap_ari_mean,bootstrap_effective_n_resamples,bootstrap_n_failed_resamples,kmeans_silhouette,in_silhouette_band
2,23046.063888738157,22716.76234005885,0.3669196005062464,1.0888220865567644,353.07689010230774,0.964552257234505,50,0,0.36969548091102133,False
3,20461.319699731856,19965.229054968226,0.2522081296255694,1.3842067068260533,263.6685709867111,0.8095120734108758,50,0,0.3019863301833685,True
4,17886.862095187596,17223.98235433964,0.2886576694914266,1.1930160159865726,250.40371420371585,0.7999032988921226,50,0,0.3235012305512408,True
5,16597.991379979216,15768.322543046936,0.2723195056154007,1.6677495875944044,210.52546546059162,0.6654104322394665,50,0,0.3356155717161442,True
6,15287.624731448775,14291.166798432172,0.30968778405001424,1.4419135672224115,222.4985602121378,0.7297847483559866,50,0,0.33924005288749004,True
7,14379.855122296078,13216.608093195151,0.2815618953101878,1.505985858707154,196.1638174753,0.696021599440811,50,0,0.31589951796821936,True
8,13977.858759454308,12647.822634269056,0.29033206005973916,1.2773479645403385,208.74317670759342,0.7553984894224935,50,0,0.32185191487838694,True
