point_id,season,cluster_id,max_membership_prob,chosen_k,bootstrap_ari_mean_chosen_k,bootstrap_effective_n_resamples_chosen_k,prob_cluster0,prob_cluster1,prob_cluster2
TNP_0052,Monsoon,0,0.9995803856453429,3,0.8095120734108758,50,0.9995803856453429,3.4490411352241707e-25,0.00041961435465818895
TNP_0052,Retreat,2,0.9999999999999964,3,0.8095120734108758,50,2.4719500581299652e-15,3.5565105777854094e-51,0.9999999999999964
TNP_0053,Winter,2,1.0,3,0.8095120734108758,50,7.41477688587854e-76,5.0210159169051415e-84,1.0
TNP_0053,Summer,2,1.0,3,0.8095120734108758,50,2.514724853958492e-28,1.5867784659291298e-24,1.0
TNP_0053,Monsoon,2,1.0,3,0.8095120734108758,50,6.827780963364724e-30,3.237344156096175e-70,1.0
TNP_0053,Retreat,2,1.0,3,0.8095120734108758,50,1.4252956368857239e-42,1.0543663558004105e-83,1.0
TNP_0054,Winter,2,1.0,3,0.8095120734108758,50,6.763030645742552e-42,9.837256967342691e-72,1.0
TNP_0054,Summer,1,1.0,3,0.8095120734108758,50,3.773485362388707e-78,1.0,4.215029462814161e-26
TNP_0054,Monsoon,1,1.0,3,0.8095120734108758,50,6.170644764537735e-28,1.0,3.0731312654150336e-22
TNP_0054,Retreat,0,0.9999999999360725,3,0.8095120734108758,50,0.9999999999360725,1.986994552633539e-24,6.392677248766665e-11
TNP_0055,Winter,2,1.0,3,0.8095120734108758,50,8.220776919258923e-31,2.5095924899534913e-45,1.0
TNP_0055,Summer,1,1.0,3,0.8095120734108758,50,6.7564223094465394e-59,1.0,1.6244544296949208e-25
TNP_0055,Monsoon,1,1.0,3,0.8095120734108758,50,3.11269817145952e-16,1.0,1.1790388550197497e-16
TNP_0055,Retreat,0,0.9999999945566653,3,0.8095120734108758,50,0.9999999945566653,9.353309193497009e-19,5.443334935319997e-09
TNP_0056,Winter,2,0.9999999999098286,3,0.8095120734108758,50,9.017179783549618e-11,3.612473083001392e-40,0.9999999999098286
