cluster_id,Tm_target_C,L_required_kJ_per_kg,name,family,pcm_type,Tm_C,Tm_freezing_C,latent_heat_kJ_kg,density_liquid_kg_m3,density_solid_kg_m3,Cp_liquid_kJ_kgK,Cp_solid_kJ_kgK,TC_W_mK,cycles_tested,cycles_tested_status,flammable,supercooling_K,n_properties_imputed,any_property_imputed,source,rho_H_MJ_m3,Cp_avg_kJ_kgK,cycles_confidence,in_absolute_band,corrosion_class,pass_melting_window,pass_absolute_band,pass_latent_heat,latent_heat_floor_used,cycling_known,pass_cycling,cycling_flag,supercooling_known,pass_supercooling,passes_all,window_lo,window_hi,window_relax_applied,f_Tm,cycles_confidence_imputed,topsis_score,gra_grade,topsis_rank,gra_rank,borda_score,consensus_rank,kendall_w,weight_f_Tm,weight_latent_heat_kJ_kg,weight_rho_H_MJ_m3,weight_TC_W_mK,weight_cycles_confidence
1,57.000000000000014,54.12971456909878,Myristic acid,Fatty acid,Organic,53.0,,190.0,,,,,,,not_reported,Likely (organic),,0,False,Singh2025_Table2_literature,,,1.0,True,low_organic,True,True,True,37.89080019836914,False,True,not_reported,False,True,True,52.000000000000014,65.00000000000001,0.0,0.6065306597126313,True,0.229351951109803,0.4398599778163512,4,4,8.0,4,0.9285714285714279,0.2205044815632825,0.203965438915508,0.23559976874860328,0.2711803107726062,0.06875000000000002
1,57.000000000000014,54.12971456909878,Palmitic-Stearic eutectic (64.2/35.8),Eutectic,Organic,52.3,,181.7,,,,,,,not_reported,Likely (organic),,0,False,Singh2025_Table2_literature,,,1.0,True,low_organic,True,True,True,37.89080019836914,False,True,not_reported,False,True,True,52.000000000000014,65.00000000000001,0.0,0.5014193510329379,True,0.1672660254387236,0.4158584363731817,5,5,6.0,5,0.9285714285714279,0.2205044815632825,0.203965438915508,0.23559976874860328,0.2711803107726062,0.06875000000000002
1,57.000000000000014,54.12971456909878,Palmitic acid,Fatty acid,Organic,63.0,,185.4,,,,,,,not_reported,Likely (organic),,0,False,Singh2025_Table2_literature,,,1.0,True,low_organic,True,True,True,37.89080019836914,False,True,not_reported,False,True,True,52.000000000000014,65.00000000000001,0.0,0.32465246735835146,True,0.10791551045514769,0.39811806287015733,6,6,4.0,6,0.9285714285714279,0.2205044815632825,0.203965438915508,0.23559976874860328,0.2711803107726062,0.06875000000000002
1,57.000000000000014,54.12971456909878,Paraffin wax (generic),Paraffin,Organic,64.0,,173.6,790.0,916.0,,,,,not_reported,Likely (organic),,0,False,Singh2025_Table2_literature,159.01760000000002,,1.0,True,low_organic,True,True,True,37.89080019836914,False,True,not_reported,False,True,True,52.000000000000014,65.00000000000001,0.0,0.21626516682988864,True,0.06730830193229918,0.3884026754705961,7,7,2.0,7,0.9285714285714279,0.2205044815632825,0.203965438915508,0.23559976874860328,0.2711803107726062,0.06875000000000002
2,57.00000000000001,50.77021074642681,RT55,Rubitherm RT,Organic,55.0,55.0,170.0,770.0,880.0,2.0,2.0,0.182,2000.0,Estimated via MICE-RF-PMM,Yes,0.0,5,True,manufacturer_datasheet_MICE_RF_PMM_completed,149.6,2.0,1.0,True,low_organic,True,True,True,35.539147522498766,True,True,,True,True,True,52.00000000000001,65.0,0.0,0.8824969025845946,False,0.4958665357181557,0.7069565282227074,3,1,12.0,1,0.9285714285714279,0.22050448156328256,0.203965438915508,0.23559976874860328,0.2711803107726062,0.06875000000000002
2,57.00000000000001,50.77021074642681,RT54HC,Rubitherm RT,Organic,54.0,54.0,200.0,850.0,990.0,2.0,2.41,0.174,2000.0,Estimated via MICE-RF-PMM,Yes,0.0,5,True,manufacturer_datasheet_MICE_RF_PMM_completed,198.0,2.205,1.0,True,low_organic,True,True,True,35.539147522498766,True,True,,True,True,True,52.00000000000001,65.0,0.0,0.7548396019890063,False,0.626088985174979,0.634960057920842,1,3,12.0,1,0.9285714285714279,0.22050448156328256,0.203965438915508,0.23559976874860328,0.2711803107726062,0.06875000000000002
2,57.00000000000001,50.77021074642681,RT64HC,Rubitherm RT,Organic,64.0,64.0,250.0,800.0,900.0,2.0,2.37,0.151,2000.0,Estimated via MICE-RF-PMM,No,0.0,5,True,manufacturer_datasheet_MICE_RF_PMM_completed,225.0,2.185,1.0,True,low_organic,True,True,True,35.539147522498766,True,True,,True,True,True,52.00000000000001,65.0,0.0,0.21626516682988797,False,0.5041334642799629,0.672210138441615,2,2,12.0,1,0.9285714285714279,0.22050448156328256,0.203965438915508,0.23559976874860328,0.2711803107726062,0.06875000000000002
2,57.00000000000001,50.77021074642681,Myristic acid,Fatty acid,Organic,53.0,,190.0,,,,,,,not_reported,Likely (organic),,0,False,Singh2025_Table2_literature,,,1.0,True,low_organic,True,True,True,35.539147522498766,False,True,not_reported,False,True,True,52.00000000000001,65.0,0.0,0.6065306597126323,True,0.22935195110980328,0.43985997781635144,4,4,8.0,4,0.9285714285714279,0.22050448156328256,0.203965438915508,0.23559976874860328,0.2711803107726062,0.06875000000000002
2,57.00000000000001,50.77021074642681,Palmitic-Stearic eutectic (64.2/35.8),Eutectic,Organic,52.3,,181.7,,,,,,,not_reported,Likely (organic),,0,False,Singh2025_Table2_literature,,,1.0,True,low_organic,True,True,True,35.539147522498766,False,True,not_reported,False,True,True,52.00000000000001,65.0,0.0,0.501419351032939,True,0.167266025438724,0.4158584363731819,5,5,6.0,5,0.9285714285714279,0.22050448156328256,0.203965438915508,0.23559976874860328,0.2711803107726062,0.06875000000000002
2,57.00000000000001,50.77021074642681,Palmitic acid,Fatty acid,Organic,63.0,,185.4,,,,,,,not_reported,Likely (organic),,0,False,Singh2025_Table2_literature,,,1.0,True,low_organic,True,True,True,35.539147522498766,False,True,not_reported,False,True,True,52.00000000000001,65.0,0.0,0.32465246735835057,True,0.10791551045514752,0.3981180628701573,6,6,4.0,6,0.9285714285714279,0.22050448156328256,0.203965438915508,0.23559976874860328,0.2711803107726062,0.06875000000000002
2,57.00000000000001,50.77021074642681,Paraffin wax (generic),Paraffin,Organic,64.0,,173.6,790.0,916.0,,,,,not_reported,Likely (organic),,0,False,Singh2025_Table2_literature,159.01760000000002,,1.0,True,low_organic,True,True,True,35.539147522498766,False,True,not_reported,False,True,True,52.00000000000001,65.0,0.0,0.21626516682988797,True,0.06730830193229918,0.3884026754705961,7,7,2.0,7,0.9285714285714279,0.22050448156328256,0.203965438915508,0.23559976874860328,0.2711803107726062,0.06875000000000002
3,57.00000000000001,51.08291996725542,RT55,Rubitherm RT,Organic,55.0,55.0,170.0,770.0,880.0,2.0,2.0,0.182,2000.0,Estimated via MICE-RF-PMM,Yes,0.0,5,True,manufacturer_datasheet_MICE_RF_PMM_completed,149.6,2.0,1.0,True,low_organic,True,True,True,35.75804397707879,True,True,,True,True,True,52.00000000000001,65.0,0.0,0.8824969025845946,False,0.4958665357181557,0.7069565282227074,3,1,12.0,1,0.9285714285714279,0.22050448156328256,0.203965438915508,0.23559976874860328,0.2711803107726062,0.06875000000000002
3,57.00000000000001,51.08291996725542,RT54HC,Rubitherm RT,Organic,54.0,54.0,200.0,850.0,990.0,2.0,2.41,0.174,2000.0,Estimated via MICE-RF-PMM,Yes,0.0,5,True,manufacturer_datasheet_MICE_RF_PMM_completed,198.0,2.205,1.0,True,low_organic,True,True,True,35.75804397707879,True,True,,True,True,True,52.00000000000001,65.0,0.0,0.7548396019890063,False,0.626088985174979,0.634960057920842,1,3,12.0,1,0.9285714285714279,0.22050448156328256,0.203965438915508,0.23559976874860328,0.2711803107726062,0.06875000000000002
3,57.00000000000001,51.08291996725542,RT64HC,Rubitherm RT,Organic,64.0,64.0,250.0,800.0,900.0,2.0,2.37,0.151,2000.0,Estimated via MICE-RF-PMM,No,0.0,5,True,manufacturer_datasheet_MICE_RF_PMM_completed,225.0,2.185,1.0,True,low_organic,True,True,True,35.75804397707879,True,True,,True,True,True,52.00000000000001,65.0,0.0,0.21626516682988797,False,0.5041334642799629,0.672210138441615,2,2,12.0,1,0.9285714285714279,0.22050448156328256,0.203965438915508,0.23559976874860328,0.2711803107726062,0.06875000000000002
3,57.00000000000001,51.08291996725542,Myristic acid,Fatty acid,Organic,53.0,,190.0,,,,,,,not_reported,Likely (organic),,0,False,Singh2025_Table2_literature,,,1.0,True,low_organic,True,True,True,35.75804397707879,False,True,not_reported,False,True,True,52.00000000000001,65.0,0.0,0.6065306597126323,True,0.22935195110980328,0.43985997781635144,4,4,8.0,4,0.9285714285714279,0.22050448156328256,0.203965438915508,0.23559976874860328,0.2711803107726062,0.06875000000000002
3,57.00000000000001,51.08291996725542,Palmitic-Stearic eutectic (64.2/35.8),Eutectic,Organic,52.3,,181.7,,,,,,,not_reported,Likely (organic),,0,False,Singh2025_Table2_literature,,,1.0,True,low_organic,True,True,True,35.75804397707879,False,True,not_reported,False,True,True,52.00000000000001,65.0,0.0,0.501419351032939,True,0.167266025438724,0.4158584363731819,5,5,6.0,5,0.9285714285714279,0.22050448156328256,0.203965438915508,0.23559976874860328,0.2711803107726062,0.06875000000000002
3,57.00000000000001,51.08291996725542,Palmitic acid,Fatty acid,Organic,63.0,,185.4,,,,,,,not_reported,Likely (organic),,0,False,Singh2025_Table2_literature,,,1.0,True,low_organic,True,True,True,35.75804397707879,False,True,not_reported,False,True,True,52.00000000000001,65.0,0.0,0.32465246735835057,True,0.10791551045514752,0.3981180628701573,6,6,4.0,6,0.9285714285714279,0.22050448156328256,0.203965438915508,0.23559976874860328,0.2711803107726062,0.06875000000000002
3,57.00000000000001,51.08291996725542,Paraffin wax (generic),Paraffin,Organic,64.0,,173.6,790.0,916.0,,,,,not_reported,Likely (organic),,0,False,Singh2025_Table2_literature,159.01760000000002,,1.0,True,low_organic,True,True,True,35.75804397707879,False,True,not_reported,False,True,True,52.00000000000001,65.0,0.0,0.21626516682988797,True,0.06730830193229918,0.3884026754705961,7,7,2.0,7,0.9285714285714279,0.22050448156328256,0.203965438915508,0.23559976874860328,0.2711803107726062,0.06875000000000002
4,57.00000000000001,53.468569339304445,RT55,Rubitherm RT,Organic,55.0,55.0,170.0,770.0,880.0,2.0,2.0,0.182,2000.0,Estimated via MICE-RF-PMM,Yes,0.0,5,True,manufacturer_datasheet_MICE_RF_PMM_completed,149.6,2.0,1.0,True,low_organic,True,True,True,37.42799853751311,True,True,,True,True,True,52.00000000000001,65.0,0.0,0.8824969025845946,False,0.4958665357181557,0.7069565282227074,3,1,12.0,1,0.9285714285714279,0.22050448156328256,0.203965438915508,0.23559976874860328,0.2711803107726062,0.06875000000000002
4,57.00000000000001,53.468569339304445,RT54HC,Rubitherm RT,Organic,54.0,54.0,200.0,850.0,990.0,2.0,2.41,0.174,2000.0,Estimated via MICE-RF-PMM,Yes,0.0,5,True,manufacturer_datasheet_MICE_RF_PMM_completed,198.0,2.205,1.0,True,low_organic,True,True,True,37.42799853751311,True,True,,True,True,True,52.00000000000001,65.0,0.0,0.7548396019890063,False,0.626088985174979,0.634960057920842,1,3,12.0,1,0.9285714285714279,0.22050448156328256,0.203965438915508,0.23559976874860328,0.2711803107726062,0.06875000000000002
4,57.00000000000001,53.468569339304445,RT64HC,Rubitherm RT,Organic,64.0,64.0,250.0,800.0,900.0,2.0,2.37,0.151,2000.0,Estimated via MICE-RF-PMM,No,0.0,5,True,manufacturer_datasheet_MICE_RF_PMM_completed,225.0,2.185,1.0,True,low_organic,True,True,True,37.42799853751311,True,True,,True,True,True,52.00000000000001,65.0,0.0,0.21626516682988797,False,0.5041334642799629,0.672210138441615,2,2,12.0,1,0.9285714285714279,0.22050448156328256,0.203965438915508,0.23559976874860328,0.2711803107726062,0.06875000000000002
4,57.00000000000001,53.468569339304445,Myristic acid,Fatty acid,Organic,53.0,,190.0,,,,,,,not_reported,Likely (organic),,0,False,Singh2025_Table2_literature,,,1.0,True,low_organic,True,True,True,37.42799853751311,False,True,not_reported,False,True,True,52.00000000000001,65.0,0.0,0.6065306597126323,True,0.22935195110980328,0.43985997781635144,4,4,8.0,4,0.9285714285714279,0.22050448156328256,0.203965438915508,0.23559976874860328,0.2711803107726062,0.06875000000000002
4,57.00000000000001,53.468569339304445,Palmitic-Stearic eutectic (64.2/35.8),Eutectic,Organic,52.3,,181.7,,,,,,,not_reported,Likely (organic),,0,False,Singh2025_Table2_literature,,,1.0,True,low_organic,True,True,True,37.42799853751311,False,True,not_reported,False,True,True,52.00000000000001,65.0,0.0,0.501419351032939,True,0.167266025438724,0.4158584363731819,5,5,6.0,5,0.9285714285714279,0.22050448156328256,0.203965438915508,0.23559976874860328,0.2711803107726062,0.06875000000000002
4,57.00000000000001,53.468569339304445,Palmitic acid,Fatty acid,Organic,63.0,,185.4,,,,,,,not_reported,Likely (organic),,0,False,Singh2025_Table2_literature,,,1.0,True,low_organic,True,True,True,37.42799853751311,False,True,not_reported,False,True,True,52.00000000000001,65.0,0.0,0.32465246735835057,True,0.10791551045514752,0.3981180628701573,6,6,4.0,6,0.9285714285714279,0.22050448156328256,0.203965438915508,0.23559976874860328,0.2711803107726062,0.06875000000000002
4,57.00000000000001,53.468569339304445,Paraffin wax (generic),Paraffin,Organic,64.0,,173.6,790.0,916.0,,,,,not_reported,Likely (organic),,0,False,Singh2025_Table2_literature,159.01760000000002,,1.0,True,low_organic,True,True,True,37.42799853751311,False,True,not_reported,False,True,True,52.00000000000001,65.0,0.0,0.21626516682988797,True,0.06730830193229918,0.3884026754705961,7,7,2.0,7,0.9285714285714279,0.22050448156328256,0.203965438915508,0.23559976874860328,0.2711803107726062,0.06875000000000002
