timestamp_utc,GHI_Wm2,GHI_clearsky_Wm2,T_amb_C,RH_pct,wind_ms,point_id,cluster_id,year
2016-01-01 00:00:00+00:00,0.0,0.0,20.75,84.98,3.45,TNP_0001,0,2016
2016-01-01 01:00:00+00:00,45.03,53.53,21.62,83.69,3.17,TNP_0001,0,2016
2016-01-01 02:00:00+00:00,186.25,263.1,24.02,75.03,3.73,TNP_0001,0,2016
2016-01-01 03:00:00+00:00,370.25,483.1,25.38,69.45,4.49,TNP_0001,0,2016
2016-01-01 04:00:00+00:00,537.3,664.1,26.35,66.33,5.31,TNP_0001,0,2016
2016-01-01 05:00:00+00:00,631.95,785.33,26.95,65.03,5.72,TNP_0001,0,2016
2016-01-01 06:00:00+00:00,669.65,811.33,27.33,64.41,5.89,TNP_0001,0,2016
2016-01-01 07:00:00+00:00,663.88,789.97,27.5,64.4,5.83,TNP_0001,0,2016
2016-01-01 08:00:00+00:00,594.42,696.1,27.42,64.77,5.64,TNP_0001,0,2016
2016-01-01 09:00:00+00:00,470.55,538.72,27.13,65.37,5.41,TNP_0001,0,2016
2016-01-01 10:00:00+00:00,280.5,334.75,26.62,66.73,5.16,TNP_0001,0,2016
2016-01-01 11:00:00+00:00,96.75,118.45,25.52,73.69,4.17,TNP_0001,0,2016
2016-01-01 12:00:00+00:00,3.6,3.65,23.64,80.6,3.85,TNP_0001,0,2016
2016-01-01 13:00:00+00:00,0.0,0.0,23.04,81.31,4.02,TNP_0001,0,2016
2016-01-01 14:00:00+00:00,0.0,0.0,22.69,81.68,4.14,TNP_0001,0,2016
2016-01-01 15:00:00+00:00,0.0,0.0,22.38,81.97,4.04,TNP_0001,0,2016
2016-01-01 16:00:00+00:00,0.0,0.0,22.09,82.35,3.81,TNP_0001,0,2016
2016-01-01 17:00:00+00:00,0.0,0.0,21.81,82.76,3.57,TNP_0001,0,2016
2016-01-01 18:00:00+00:00,0.0,0.0,21.54,83.4,3.37,TNP_0001,0,2016
2016-01-01 19:00:00+00:00,0.0,0.0,21.28,84.16,3.24,TNP_0001,0,2016
2016-01-01 20:00:00+00:00,0.0,0.0,21.02,84.95,3.13,TNP_0001,0,2016
2016-01-01 21:00:00+00:00,0.0,0.0,20.79,85.93,3.11,TNP_0001,0,2016
2016-01-01 22:00:00+00:00,0.0,0.0,20.55,86.82,3.19,TNP_0001,0,2016
2016-01-01 23:00:00+00:00,0.0,0.0,20.35,87.73,3.28,TNP_0001,0,2016
2016-01-02 00:00:00+00:00,0.0,0.0,20.19,88.48,3.29,TNP_0001,0,2016
2016-01-02 01:00:00+00:00,48.47,52.55,21.01,86.08,3.4,TNP_0001,0,2016
2016-01-02 02:00:00+00:00,232.88,261.0,22.93,78.71,3.99,TNP_0001,0,2016
2016-01-02 03:00:00+00:00,425.6,479.0,24.83,71.27,4.25,TNP_0001,0,2016
2016-01-02 04:00:00+00:00,619.9,658.83,26.14,66.92,4.52,TNP_0001,0,2016
2016-01-02 05:00:00+00:00,741.67,779.58,26.85,64.89,4.36,TNP_0001,0,2016
2016-01-02 06:00:00+00:00,778.2,802.83,27.34,63.51,4.26,TNP_0001,0,2016
2016-01-02 07:00:00+00:00,738.8,780.7,27.61,62.66,4.23,TNP_0001,0,2016
2016-01-02 08:00:00+00:00,659.03,684.97,27.61,62.33,4.25,TNP_0001,0,2016
2016-01-02 09:00:00+00:00,511.8,526.45,27.31,62.99,4.39,TNP_0001,0,2016
2016-01-02 10:00:00+00:00,314.0,323.35,26.76,64.84,4.53,TNP_0001,0,2016
2016-01-02 11:00:00+00:00,108.3,112.47,25.5,72.81,3.95,TNP_0001,0,2016
2016-01-02 12:00:00+00:00,3.7,3.78,23.47,80.55,3.75,TNP_0001,0,2016
2016-01-02 13:00:00+00:00,0.0,0.0,22.82,81.43,3.9,TNP_0001,0,2016
2016-01-02 14:00:00+00:00,0.0,0.0,22.42,81.78,3.95,TNP_0001,0,2016
2016-01-02 15:00:00+00:00,0.0,0.0,22.09,82.16,3.85,TNP_0001,0,2016
2016-01-02 16:00:00+00:00,0.0,0.0,21.84,82.33,3.63,TNP_0001,0,2016
2016-01-02 17:00:00+00:00,0.0,0.0,21.66,82.29,3.32,TNP_0001,0,2016
2016-01-02 18:00:00+00:00,0.0,0.0,21.56,81.83,2.96,TNP_0001,0,2016
2016-01-02 19:00:00+00:00,0.0,0.0,21.55,81.02,2.61,TNP_0001,0,2016
2016-01-02 20:00:00+00:00,0.0,0.0,21.41,80.78,2.33,TNP_0001,0,2016
2016-01-02 21:00:00+00:00,0.0,0.0,21.09,81.83,2.12,TNP_0001,0,2016
2016-01-02 22:00:00+00:00,0.0,0.0,20.75,83.23,1.89,TNP_0001,0,2016
2016-01-02 23:00:00+00:00,0.0,0.0,20.48,84.39,1.65,TNP_0001,0,2016
2016-01-03 00:00:00+00:00,0.0,0.0,20.18,85.75,1.5,TNP_0001,0,2016
2016-01-03 01:00:00+00:00,43.03,44.2,20.75,84.62,1.37,TNP_0001,0,2016
2016-01-03 02:00:00+00:00,225.55,234.12,22.69,78.99,1.68,TNP_0001,0,2016
2016-01-03 03:00:00+00:00,433.4,450.0,24.44,73.1,1.58,TNP_0001,0,2016
2016-01-03 04:00:00+00:00,614.45,633.47,25.86,67.93,2.51,TNP_0001,0,2016
