timestamp_utc,GHI_Wm2,GHI_clearsky_Wm2,T_amb_C,RH_pct,wind_ms,point_id,cluster_id,year
2016-01-01 00:00:00+00:00,0.0,0.0,14.95,100.0,2.36,TNP_0005,1,2016
2016-01-01 01:00:00+00:00,41.58,42.8,16.05,100.0,2.58,TNP_0005,1,2016
2016-01-01 02:00:00+00:00,241.8,259.62,19.34,83.96,3.28,TNP_0005,1,2016
2016-01-01 03:00:00+00:00,459.0,492.12,23.01,66.86,4.32,TNP_0005,1,2016
2016-01-01 04:00:00+00:00,622.25,683.45,25.19,56.77,5.09,TNP_0005,1,2016
2016-01-01 05:00:00+00:00,716.47,815.7,26.84,50.23,5.59,TNP_0005,1,2016
2016-01-01 06:00:00+00:00,783.75,839.45,28.04,46.12,5.88,TNP_0005,1,2016
2016-01-01 07:00:00+00:00,713.97,827.83,28.73,44.3,6.04,TNP_0005,1,2016
2016-01-01 08:00:00+00:00,603.1,741.35,28.88,43.91,6.1,TNP_0005,1,2016
2016-01-01 09:00:00+00:00,469.52,588.6,28.53,45.22,6.02,TNP_0005,1,2016
2016-01-01 10:00:00+00:00,311.3,385.1,27.63,48.25,5.85,TNP_0005,1,2016
2016-01-01 11:00:00+00:00,129.85,162.6,26.06,54.64,5.08,TNP_0005,1,2016
2016-01-01 12:00:00+00:00,9.95,11.0,22.81,71.08,3.05,TNP_0005,1,2016
2016-01-01 13:00:00+00:00,0.0,0.0,21.19,79.77,2.78,TNP_0005,1,2016
2016-01-01 14:00:00+00:00,0.0,0.0,20.35,84.09,2.69,TNP_0005,1,2016
2016-01-01 15:00:00+00:00,0.0,0.0,19.6,87.74,2.62,TNP_0005,1,2016
2016-01-01 16:00:00+00:00,0.0,0.0,18.91,91.03,2.56,TNP_0005,1,2016
2016-01-01 17:00:00+00:00,0.0,0.0,18.23,94.72,2.52,TNP_0005,1,2016
2016-01-01 18:00:00+00:00,0.0,0.0,17.58,98.3,2.47,TNP_0005,1,2016
2016-01-01 19:00:00+00:00,0.0,0.0,16.96,100.0,2.43,TNP_0005,1,2016
2016-01-01 20:00:00+00:00,0.0,0.0,16.43,100.0,2.41,TNP_0005,1,2016
2016-01-01 21:00:00+00:00,0.0,0.0,16.07,100.0,2.45,TNP_0005,1,2016
2016-01-01 22:00:00+00:00,0.0,0.0,15.73,100.0,2.49,TNP_0005,1,2016
2016-01-01 23:00:00+00:00,0.0,0.0,15.37,100.0,2.5,TNP_0005,1,2016
2016-01-02 00:00:00+00:00,0.0,0.0,15.02,100.0,2.53,TNP_0005,1,2016
2016-01-02 01:00:00+00:00,42.6,46.45,15.98,100.0,2.98,TNP_0005,1,2016
2016-01-02 02:00:00+00:00,242.48,263.12,18.9,84.46,3.58,TNP_0005,1,2016
2016-01-02 03:00:00+00:00,467.62,492.42,22.92,65.54,4.39,TNP_0005,1,2016
2016-01-02 04:00:00+00:00,661.42,683.85,25.48,52.71,5.08,TNP_0005,1,2016
2016-01-02 05:00:00+00:00,803.7,816.05,27.24,45.05,5.01,TNP_0005,1,2016
2016-01-02 06:00:00+00:00,829.7,852.3,28.53,40.05,4.89,TNP_0005,1,2016
2016-01-02 07:00:00+00:00,751.58,831.6,29.33,36.96,4.82,TNP_0005,1,2016
2016-01-02 08:00:00+00:00,697.38,746.2,29.58,35.74,4.85,TNP_0005,1,2016
2016-01-02 09:00:00+00:00,566.9,593.65,29.26,36.3,5.01,TNP_0005,1,2016
2016-01-02 10:00:00+00:00,365.65,390.05,28.24,39.32,5.21,TNP_0005,1,2016
2016-01-02 11:00:00+00:00,159.35,166.25,26.32,47.11,4.53,TNP_0005,1,2016
2016-01-02 12:00:00+00:00,11.12,11.5,22.37,66.47,2.99,TNP_0005,1,2016
2016-01-02 13:00:00+00:00,0.0,0.0,20.72,74.94,2.94,TNP_0005,1,2016
2016-01-02 14:00:00+00:00,0.0,0.0,19.83,80.2,2.84,TNP_0005,1,2016
2016-01-02 15:00:00+00:00,0.0,0.0,19.0,85.0,2.69,TNP_0005,1,2016
2016-01-02 16:00:00+00:00,0.0,0.0,18.23,89.21,2.59,TNP_0005,1,2016
2016-01-02 17:00:00+00:00,0.0,0.0,17.51,93.25,2.53,TNP_0005,1,2016
2016-01-02 18:00:00+00:00,0.0,0.0,16.81,97.2,2.5,TNP_0005,1,2016
2016-01-02 19:00:00+00:00,0.0,0.0,16.14,100.0,2.43,TNP_0005,1,2016
2016-01-02 20:00:00+00:00,0.0,0.0,15.52,100.0,2.37,TNP_0005,1,2016
2016-01-02 21:00:00+00:00,0.0,0.0,14.97,100.0,2.36,TNP_0005,1,2016
2016-01-02 22:00:00+00:00,0.0,0.0,14.5,100.0,2.35,TNP_0005,1,2016
2016-01-02 23:00:00+00:00,0.0,0.0,14.12,100.0,2.38,TNP_0005,1,2016
2016-01-03 00:00:00+00:00,0.0,0.0,13.8,100.0,2.42,TNP_0005,1,2016
2016-01-03 01:00:00+00:00,38.15,38.4,14.92,100.0,2.37,TNP_0005,1,2016
2016-01-03 02:00:00+00:00,244.7,245.82,18.47,85.77,2.96,TNP_0005,1,2016
2016-01-03 03:00:00+00:00,478.67,480.62,22.64,62.14,2.96,TNP_0005,1,2016
2016-01-03 04:00:00+00:00,673.97,675.42,25.71,44.36,3.82,TNP_0005,1,2016
2016-01-03 05:00:00+00:00,812.55,812.55,27.87,35.29,4.35,TNP_0005,1,2016
2016-01-03 06:00:00+00:00,863.72,864.95,29.34,30.87,4.72,TNP_0005,1,2016
2016-01-03 07:00:00+00:00,846.78,854.4,30.17,29.25,4.98,TNP_0005,1,2016
2016-01-03 08:00:00+00:00,768.22,768.22,30.33,29.67,5.16,TNP_0005,1,2016
2016-01-03 09:00:00+00:00,608.4,613.2,29.84,32.01,5.25,TNP_0005,1,2016
2016-01-03 10:00:00+00:00,399.23,405.7,28.72,36.23,5.21,TNP_0005,1,2016
2016-01-03 11:00:00+00:00,174.3,177.57,26.69,45.42,4.38,TNP_0005,1,2016
2016-01-03 12:00:00+00:00,12.27,12.4,22.54,65.81,3.01,TNP_0005,1,2016
