Unnamed: 0,Ta_mean,Ta_p95,Ta_p05,HDD18,CDD24,RH_mean,elev_proxy
PC1,0.4158668898778445,0.4084847811883204,0.3980543733736477,-0.402064501497036,0.4094952396209761,-0.0690765295135473,0.4094311269469318
PC2,-0.0473440143432162,0.052052406046673,0.1811231103840188,-0.1122097973827579,-0.0706762236251909,0.9703358244230676,-0.0557290843460368
