point_id,Ta_mean,Ta_p95,Ta_p05,DTR,HDD18,CDD24,GHI_mean,GHI_daily_kWh_est,kt_mean,kt_std,kt_worst_month,SAI,cloudy_frac,CCI,RH_mean,HSI,wind_mean,elev_proxy,monsoon_index,seasonality,Tm_target,T_mains_est,L_required_kWh,tm_target_capped_flag,Tm_target_capped_C
ASP_0053,24.686869426469386,31.373559570312526,14.8070251464844,6.5886658115841215,119.0248127550669,838.8956415886022,234.67323934665572,4.20106318505338,0.7808310675692138,0.2404336390101422,0.6194086354641903,0.9466192170818504,0.029473492106944,0.8935509896045198,78.54608978047703,36.86125921534751,1.17812966826682,0.9541498360097852,0.5901088648882767,0.0809482375964779,44.0,18.686869426469386,3.641021238355532,True,40.007366204771486
ASP_0054,23.76137043970088,30.770166015625023,13.163128662109395,6.485319232079156,200.93434274935967,706.5975608025824,229.7692266824085,3.850533736654804,0.6842334553956915,0.2604801264275531,0.5670126039554714,0.9184232137968792,0.1480062049457067,0.792160914369249,74.93801888773304,28.835991025601807,1.137390991133706,0.9519952050914172,0.78714100573851,0.0799922187310879,44.0,17.761370439700876,3.74863620387256,True,40.53277785479004
ASP_0055,25.59131160457268,33.285595703125026,15.612817382812525,6.032923955575362,92.71700357540958,1099.8955962357888,221.48101012866132,3.9693341637010673,0.7577254203458923,0.2408463018218291,0.6027141123670711,0.9299206131946346,0.0295647413085135,0.895742471691093,77.57332746992158,31.938210926570505,1.3400563912975036,0.9862270487108972,0.6170403055017946,0.0645924166783675,44.0,19.59131160457268,3.535854711757188,True,40.23405155782272
ASP_0056,25.632889079934504,32.62685546875002,16.36511230468752,5.8658433230713625,67.6677141303915,1088.8343827722556,222.25607810931655,3.986631316725979,0.7398337596723531,0.2343232651175424,0.5808141337575906,0.9389542841500136,0.1174377224199288,0.7827301516952396,78.02500333503845,32.38048317982981,1.8070716661889328,0.9752390637688392,0.7050309150329083,0.0624637368513145,44.0,19.632889079934504,3.5310201753165047,True,40.05217919639507
ASP_0057,25.718877977228,32.76623535156252,16.484771728515646,5.8898675993244,62.28377707894061,1105.2364135796545,221.99865589926085,3.98703355871886,0.7368521443332302,0.2338447956038608,0.5745292242410261,0.9389542841500136,0.0398759010858655,0.8826374618252757,77.80432711830518,31.07487360131597,1.6667925844678235,0.9764790464504026,0.7031841321012471,0.059108985067353,44.0,19.718877977228,3.5210215774256555,True,39.97280793423834
ASP_0058,25.329028057993348,32.976855468750024,15.01153259277346,6.134458870291221,114.27857364515572,1055.0020885017504,220.37522857924992,3.969872580071175,0.7476433616937166,0.2393493459573958,0.5958446123765292,0.9299206131946346,0.0333972077744319,0.88704869357673,79.50719405671795,33.2495182372423,1.259386761899605,0.9824107857887396,0.5859493768394509,0.0627393114947396,44.0,19.329028057993348,3.5663524597011067,True,40.20911475370794
ASP_0059,26.35372125650153,32.94702148437502,16.4246276855469,6.498987163937389,69.22492161460163,1263.529430725872,235.12077926818145,4.258615676156585,0.7685499390306589,0.2432356350711234,0.6033043084076544,0.9378592937311798,0.0400583994890044,0.8803880498609367,78.02567248861955,32.30244329600026,1.4032249214382688,0.9866127074149176,0.5459274348124212,0.0653349369586582,44.0,20.35372125650153,3.447203411674572,True,40.20588030649444
ASP_0060,26.083301855589077,33.329028320312524,15.341427612304711,6.6543856458144415,102.30665334831473,1255.217660016625,227.56783100647868,4.0446176690391455,0.770793901061059,0.2395874849895129,0.6112386341666521,0.939775526964139,0.0308422301304863,0.8952384124645733,79.4040868993283,34.10484871203015,1.3336156820641474,0.9839307709328268,0.6838444863651529,0.0635632145330167,44.0,20.083301855589077,3.4786471786806707,True,40.291221881280094
ASP_0061,22.69191776459776,30.603076171875024,12.722113037109398,5.822604651650827,233.99430174745197,506.2599155445904,200.41182772150745,3.612059572953737,0.6861392345384938,0.2638859123532566,0.5227046386720584,0.8677799069258144,0.0598594762295829,0.851563198769713,80.21095650497253,41.24361163477691,1.1148238963311912,0.939084667872606,0.5588055791244287,0.077205404763537,44.0,16.691917764597758,3.872989784372049,True,38.92453188284139
ASP_0062,25.493345054934892,32.63986816406252,15.523632812500024,6.634395487628961,95.77142716310316,1073.2487589629673,224.4215466739666,4.002839430604983,0.7532951532172587,0.2342922202125527,0.5886366649217492,0.9430604982206404,0.0316634729446117,0.8959213296595665,78.96221536954579,37.2871123768044,1.2914209635102358,0.9731468545482208,0.675141766851581,0.0539078201040061,44.0,19.493345054934892,3.5472460444456257,True,39.95473591772577
